Timestamp,index,Weight,mice,count
2023-05-25 11:25:48.480,2106671,1701580321732212165101302471870,c,1
2023-05-25 11:28:08.080,2108074,1701580321732212165101243261870,b,1
2023-05-25 11:28:09.090,2108089,1701580321732212165101243261870,b,1
2023-05-25 11:29:00.000,2108594,1701580321732212165101243261870,b,1
2023-05-25 11:29:01.010,2108613,1701580321732212165101243261870,b,1
2023-05-25 11:29:15.150,2108752,17015803217322121651001161561870,a,1
2023-05-25 11:29:16.160,2108769,17015803217322121651001161561870,a,1
2023-05-25 11:30:20.200,2109406,17015803217322121651001161561870,a,1
2023-05-25 11:30:34.340,2109553,17015803217322121651001161561870,a,1
2023-05-25 11:30:40.400,2109616,17015803217322121651001161561870,a,1
2023-05-25 11:31:09.090,2109907,17015803217322121651001161561870,a,1
2023-05-25 11:31:10.100,2109918,17015803217322121651001161561870,a,1
2023-05-25 11:35:37.370,2112585,1701580321732212165101243261870,b,1
2023-05-25 11:35:38.380,2112596,1701580321732212165101243261870,b,1
2023-05-25 11:36:47.470,2113285,1701580321732212165101243261870,b,1
2023-05-25 11:36:48.480,2113300,1701580321732212165101243261870,b,1
2023-05-25 11:37:21.210,2113627,1701580321732212165101243261870,b,1
2023-05-25 11:37:24.240,2113660,1701580321732212165101243261870,b,1
2023-05-25 11:37:55.550,2113973,1701580321732212165101243261870,b,1
2023-05-25 11:37:56.560,2113990,1701580321732212165101243261870,b,1
2023-05-25 11:39:15.150,2114783,1701580321732212165102255211870,d,1
2023-05-25 11:39:17.170,2114800,1701580321732212165102255211870,d,1
2023-05-25 11:40:24.240,2115477,1701580321732212165101302471870,c,1
2023-05-25 11:40:25.250,2115490,1701580321732212165101302471870,c,1
2023-05-25 11:40:38.380,2115615,1701580321732212165101243261870,b,1
2023-05-25 11:40:39.390,2115632,1701580321732212165101243261870,b,1
2023-05-25 11:40:51.510,2115757,17015803217322121651001161561870,a,1
2023-05-25 11:40:52.520,2115770,17015803217322121651001161561870,a,1
